Review,author,date,rating,restaurant
"['Our food was awesome! I had a St Stephen and hubby had a chicken sausage sub. We were both extremely surprised at just how good it was...fresh, bread toasted just right, really good. The vibe was good and the classic rock music made us want to hangout. Recommeded.']",['Ar B.'],['\n        5/21/2015\n    '],['5.0 star rating'],"['Pot Belly', 'Deli']"
"['I am probably just one of a few people in Clemson that does not care for the PBD dining experience. Their food tastes good, but in my opinion it\'s hard to mess up a sandwich. What I absolutely hate is the overall experience. From the minute you walk in the door you are heard like cattle in an abattoir to this narrow passageway. While you are in, what is quite often a very lengthy line, you need to be deciding what you want to eat because once you get to the order station, you feel rushed and hurried because of the multitudes of people behind you and impatient stares from the workers. Unfortunately deciding on what to order is a nearly impossible task unless you are a regular- there are two menus to choose from and neither are really useful. One is a big chalk board - where the selections are written in a micro font that is impossible to read until you are at the order station, and by then it is too late. It doesn\'t help that they use colored chalk that clashes with itself making reading all the more impossible. The other menu option is a paper menu that is available at the order station - again, at this point it is too late. I\'ve never felt like I had time to order what I really wanted and always feel like I just ordered something as a ""settle for"". In summary long lines, no useful menus, a general feeling of being rushed, and always coming away and a feeling of being cramped and herded like cattle keep this 20 year resident away from PDB.']",['Hook B.'],['\n        10/9/2015\n    '],['1.0 star rating'],"['Pot Belly', 'Deli']"
['So great!!! The oatmeal was dynamite! The fried eggs were cooked to perfection! I am a picky eater! Not easy to please! Thumbs up every visit!!!'],['Tracy H.'],['\n        7/25/2015\n    '],['5.0 star rating'],"['Pot Belly', 'Deli']"
"[""Best deli in the Clemson area...hands down, it's not even up for discussion. It's not a chain, so expect fresh food and service with a smile. They have signature sandwiches or you can make your own however you like. Daily specials along with homemade sides like potato salad, macaroni salad and pasta salad. I have been eating here for over 15 years. Not sure what to get, tell the staff what you're hungry for, hot or cold, and they are sure to make you tasty sandwich. Jeff and Skip (the owners) know how to please your taste buds!! Worth a stop when you are in Tiger Town!""]",['Kevin S.'],['\n        10/20/2013\n    '],['5.0 star rating'],"['Pot Belly', 'Deli']"
['I make a special trip to eat here when I am visiting family in Clemson. I like the Turkey Reuben.'],['Ed D.'],['\n        7/12/2012\n    '],['5.0 star rating'],"['Pot Belly', 'Deli']"
"[""Really enjoyed lunch before a b'ball game. \xa0Line moved quickly and we we were all pleased with our individual orders. \xa0Would definitely go again!""]",['Cindy R.'],['\n        10/10/2011\n    '],['4.0 star rating'],"['Pot Belly', 'Deli']"
"['I ordered the Tuna Salad. The food was delicious, I love deli places. Service was nice, and pretty calm considering how busy it was! The restaurant was not just college kids either, there were families, students, adults meeting for lunch. So its a place for everyone.']",['Amanda P.'],['\n        11/14/2011\n    '],['4.0 star rating'],"['Pot Belly', 'Deli']"
"[""We love Pot Belly. Sandwiches are made fresh and are delicious. You'll get a lot of sandwich too. I always love the Healthy Club, but back before I worried about healthy eating, I'd always get the Pot Belly. It's OK for breakfast, but amazing for lunch! And they have fun specials and lots of good looking salads as well. They usually have a quiche of the day on the menu too. My only complaint: they need acoustic tile on the ceiling! It can get pretty rowdy in there.""]",['Christine P.'],['\n        8/22/2010\n    '],['4.0 star rating'],"['Pot Belly', 'Deli']"
"[""Been to a lot of places, but I always come back to pot belly as the best sammie place on earth. \xa0You just can't beat it. \xa0Black Russian, Essex, darkhorse are all legit.""]",['Tyson M.'],['\n        9/15/2013\n    '],['5.0 star rating'],"['Pot Belly', 'Deli']"
['Not impressed with what was once a great local restaurant. \xa0The service and quality of the food was disappointing.'],['John S.'],['\n        9/15/2013\n    '],['2.0 star rating'],"['Pot Belly', 'Deli']"
"[""I'm from Clemson, and its pretty much a tradition that everytiem I go home to visit, I always stop in at the Deli at some point. \xa0the sandwiches are REALLY good, maybe not the best on the planet, and have gone down in taste over the years, but for me it, comfort food. \xa0Been eating sandwiches there since I was in high school back in the early 90's. \xa0Love it this place.""]",['Sean S.'],['\n        8/29/2010\n    '],['4.0 star rating'],"['Pot Belly', 'Deli']"
"['Being one who easily gets sick of SUBWAY, I really like the Pot Belly Deli. The sandwiches are made to order, and they have homemade salads and slaw, too. A student place, yes. Great quality and reasonable prices at lunch, though. I eat here every time I come. Behind a pharmacy on College Avenue.']",['Mark S.'],['\n        7/13/2012\n    '],['4.0 star rating'],"['Pot Belly', 'Deli']"
"[""I love PBD, the dark horse is by far my favorite thing to order- I'm usually not a fan of coleslaw but they have the best I've ever eaten and it works great with the pumpernickel bread. Great employees at PBD too!""]",['E L.'],['\n        2/3/2011\n    '],['5.0 star rating'],"['Pot Belly', 'Deli']"
"['Totally love the Seven-Ten Split sandwich at lunch... I wish I could eat here everyday! They pile on the meat and cheeses, very hearty and filling. Nice variety and decently priced for the quality that you receive. Some times the line to order gets rather long, but it is worth every minute of the wait.']",['Jennifer T.'],['\n        1/25/2011\n    '],['4.0 star rating'],"['Pot Belly', 'Deli']"
"['As a retired but fully opinionated 40 year professional chef, I walk into a new restaurant experience with a childlike glee and hope, tempered with a healthy bit of skepticism.', 'What rewarded us at The Blue Heron 3/15/19, a packed- house Friday night after a 3 hour drive from boston- was a near perfect experience. It began with the building itself, a beautifully and thoughtfully preserved historic 19th c. brick Mansard style former Town Hall, with a warm red-family interior and handsome table lights everywhere. Banquettes and comfortable, padded chairs, and generous room between tables. It was, unfortunately waaaaay too dark; with 3 extra lights, we were JUST able to read the menu, but completely UNable to find the wild mushrooms in their eponymous salad (and a deliciously unique salad it was.) Salad was followed by a half order of unctuous perfect Italian style gnocchi w/ madeira cream.', 'The Duck 2 ways- breast and confit leg w/ fantastically simple and perfectly complementary celery root puree- was another ""don\'t talk to me; I\'m eating!"" dish, as was the Seafood \xa0Cioppino. Aside from very generous portions of perfectly rendered and uncommon ingredients, what tells you that this is a Classy kitchen is the seafood in the cioppino. Forget mussels and flavorless fish; we had shrimp, very large scallops, and [non-rubbery] squid. Yes!', 'The pomegranate flan dessert was lovely creamy but had no pomegranate flavor. The sourdough levain was EXCellent and baked in-house.', 'What an unusual drink I had: Beet infused vodka with fennel liquer', 'and touch of lemon. A deconstructed beet salad by any other name. I loved the drink but even moreso when I de-intensified it by adding lemon juice, fake sugar and fizzy water.', 'Our French Poitiers waiter, Henri, was a true gem - wholly informed, guest-caring, and sparkly.', 'As Historic Deerfield devotees, we will be back soon to The Blue Heron and am hoping to meet those 2 talented chef/owners.']",['M A.'],['\n        3/16/2019\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['Ok, I\'m giving one star because you call yourself a sushi bar. What does sushi need??? Rice. We sat down and I asked if they had Saki. Specifically I asked if they had unfiltered Sake and my answer was ""we have one type of saki and I don\'t know what it is"". ', 'Ok, I ordered that ""one"" saki and an appetizer. ', '5m later our waitress came up and told us ""we had an issue with our rice cooker"" and they had no rice for sushi. Seriously???? You are a Sushi bar and had no rice. ', 'One star was the lowest I could go.']",['Phillip S.'],['\n        6/17/2019\n    '],['1.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
['Wonderful sushi and service. Great start to a wedding weekend in good old Tiger Town!'],['Sarah G.'],['\n        7/21/2019\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""We love to eat in the bar area because its a little more casual but you can still order the same food. My favorite is the sushi! So fresh and delicious! Really nice atmosphere upstairs if you're looking for something just a tad bit fancier. The fresh bread and butters are so delicious!""]",['Rachel M.'],['\n        7/17/2019\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""The worst service I have had at any restaurant in a very long time. Inattentive to say the least, but even after eventually taking our order for a second round of drinks, the 6'5 server failed to deliver. Yes, he was that incompetent. The assistant server was no better."", ""Food was OK, nothing special. But not bad. Blue cheeseburger for me and a steak sandwich for my wife. Honestly, the $11 burger is not as good as a burger from Hardee's."", 'There are better choices in town without a doubt.']",['Will H.'],['\n        7/18/2019\n    '],['2.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['Great sushi and great burgers. Figure out the best days to go for your specific deals. I.e. I think Tuesday is Sushi Night (but 1 get 1 half off) and Wednesday may be Wine night!', 'Bottom section is more causal where the top floor is a little classier. Gives you the best of both worlds.']",['Jeffery H.'],['\n        5/16/2019\n    '],['4.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['Pineapple Upside down cake martini: super good and sweet, Mango Mojito: Also pretty good. Not sure how strong either really was, but fun anyway.', 'Bread: very good bread-came with House butters: plain, spinach-pesto, and roasted tomato-garlic. Fantastic! ', 'Fried green tomatoes: unusual for a sushi restaurant-but they were still good. The tomatoes inside were a little bland, but after adding some salt and also getting a little more of the red pepper sauce/aioli, they had more flavor.', 'Lobster Bisque: Great texture, vibrant flavors, and very creamy. ', 'Mozzarella & Heirloom Tomatoes (caprese Salad): wonderful! Very fresh tomatoes, fresh mozzarella balls, and spot-on pesto. The balsamic with it was also added just the right amount of flavor! ', 'Steakhouse roll: Very interesting to have a steak sushi roll, and the bbq sauce threw me off a little bit, but it was still very good', ""Overall, the ambiance was lovely (more upscale than I was expecting for a college town), and the menu items were unexpected for a sushi restaurant. \xa0Our server was fantastic (as was the server's assistant), and we'd happily eat here again!""]",['Kelly P.'],['\n        7/3/2018\n    '],['4.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['This was my second and most likely last visit to The Blue Heron. \xa0We were a group of 18, who had reservations for 7 pm. \xa0We were not seated until well after 7:30. \xa0At the table we were presented with a reduced menu which included; shrimp & grits; pork chops; beef filet; salmon. \xa0No entree salad or chicken..no bueno...I was not looking to have an entire large meal and heard they serve great burgers and flatbreads. \xa0 Nope, not to be...After we were seated it was a good 15 mins before we had our water glasses filled and drink orders taken....yet another 15 mins before cocktails arrived. \xa0We had 3 servers...not \xa0dedicated as one would expect...and they all appeared to have other tables to tend to. I never saw anyone like a floor manager or supervisor offering the server crew any guidance - the trio as a whole was very pleasant but they had no clue how to wait tables. \xa0The noise level needs to be addressed... at times it was unbearable. \xa0One of our table mates even had to remove his hearing aids. On to the meal! \xa0My husband and I decided to pair a side salad with crab cakes, both from the limited appetizer menu, as did 2 other table mates. \xa0One fellow asked if he could pay the entree price but get a burger...he was told no.', ""First came my $3.95 appetizer salad....it was hardly appetizing. \xa0At this point, it was approximately 8:30 pm....we were all chomping at the bit. \xa0I noticed other tables getting bread and asked our server if bread was included in our dinner. \xa0He said yes, and that it would be served between salads and appetizers....HUH? \xa0My salad was ON the appetizer menu...and none of the entrees included a salad...so confused...any way, bread showed up and was quickly consumed - additional bread was never offered. \xa0Now on to the crab cakes. \xa0Oh there were cakeS...2 tiny, fried discs of some protein product that tasted more like tuna than any crab I've ever had. \xa0They were mixed with some green, crunchy filler item - yuck yuck yuck. \xa0All this for $9.95. \xa0 I honestly believe all reviews should include something positive, which I will do, but certainly not for anything I personally experienced. \xa0Table mates who ordered entrees off the limited menu all raved about the taste, quality etc. \xa0OK...enough of that. \xa0And now for the checks....Another 20 minutes while they figured out who got what, how to put couple checks together...(seriously?) \xa0and then we had the running of the cards....We FINALLY got out of there at 9:45 pm.""]",['Karen M.'],['\n        4/26/2019\n    '],['1.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""This was an ok dinner. Clemson doesn't have a lot of choices, so we figured we'd give it a try. It was an odd place. We waited a long time while the hostess seated a party in front of us. We were seated upstairs at the furthest table. The menu had a big variety of food. We weren't sure if it were an Italian place, a seafood place or a sushi place. We ordered sushi, which was good. The server was fine.""]",['Chris G.'],['\n        6/16/2019\n    '],['3.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""Just...don't. Avoid. Avoid. Avoid. The restaurant has a stale, old beer scent. Nothing tasted fresh despite the inflated prices. \xa0It was a true disappointment.""]",['Kayla S.'],['\n        6/19/2019\n    '],['2.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['I graduated in 2015 and have been a loyal customer at Blue Heron for the last seven years. My family has a condo in Clemson and we go here at least once every gameday weekend. Unfortunately, that will now be changing. I am unsure if there has been a change in management but service here has steadily been going down over the last year. Please see the post by Nikki G. for explicit details, but bottom line we were treated with disrespect and saw no compensation for horrible service. ', 'Beyond the poor service and rude manager, our steaks were ordered to be cooked at medium and all came out rare/medium rare. The restaurant was covered in a hazy smoke, which combined with our 2.5 hour wait, lead to our eyes all hurting and in desperate need for eye drops. Probably worst of all, the prices on the menu are falsely advertised. Every item was marked up an extra $1 on our bill. ', 'Clemson has two other wonderful higher end restaurants, Pixie and Bills and Calhoun Corners. If you want a great meal with great service, I highly recommend going to one of those instead.']",['Sarah-Bradley D.'],['\n        9/3/2018\n    '],['1.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['Having been our first time visiting this restaurant, we were seated on the upper level at a lovely seat overlooking the lower dining and the sushi', ""Bar. I was in the mood for sushi and ordered the Philadelphia roll. As we sat and enjoyed our cocktails, I happened to look over at the sushi preparation. \xa0Neither gentleman ever had on gloves handling the raw food. One gentleman even wrapped meat from the kitchen with his bare hands. \xa0I should have canceled my order, but I didn't. Is this not a health department rule? \xa0Being in the restaurant business for over 30 years, I was appalled. \xa0I may revisit, but not for sushi.""]",['Maggie A.'],['\n        6/18/2019\n    '],['3.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""Over priced and over rated. We had reservations for 6:45 and didn't get our food until after 8 o'clock. People who came in after us got their food before we did. Our food was Luke warm. Thankfully we were with great friends who helped us pass the time. We were a table of 5 that will never return.""]",['Deborah W.'],['\n        5/6/2019\n    '],['2.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""Hats off to the chef for his creative preparation of fresh mahi mahi on Mother's Day. One of our biggest disappointments when we moved here from ATL was that good, fresh fish is hard to find. Blue Heron does it right! This special was served with sautéed spinach and jalapeño cheese grits. Yummy! I wish they'd make it a regular menu item.""]",['Nancy D.'],"['\n        5/13/2019\n            ', '\n                ', '\n    ', '\n        ', '\n    ', '\n', '\n                ', 'Updated review', '\n            ', '\n    ', '\n            5/8/2016\n            ', '\n                ', 'Previous review', '\n            ', '\n        ']","['5.0 star rating', '5.0 star rating']","['Blue Heron Restaurant & Sushi', 'Bar']"
['Wonderful atmosphere! \xa0Friendly service and great. We have dined there twice when we were in town - both times downstairs. \xa0First come first service. Did not need to wait. Outdoor seating for pets. \xa0Love it! Great food! Will be back again next time we are in town.'],['Dianne D.'],['\n        3/31/2019\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
['Really cool looking place! \xa0Was in an odd spot in a mini mall though! \xa0The waitress was so sweet and let us know about their amazing specials. I had a steak in a blueberry/ pomegranate glaze reduction sauce. \xa0I know....sounds weird but amazing! \xa0It had a nice gourmet menu for a small town like Clemson. \xa0Pleasantly surprised. \xa0The fried green tomatoes were very good too!'],['Bubbs M.'],['\n        9/3/2018\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""Only been here once but everything was so good! It was $60 for us 2 but we got the good stuff and didn't shoot for anything cheap either. They give bread with different butters to try, everything was so good! Def will be going back "", '3-18-18 ', 'I got the shrimp and grits it was really good, love the shrimp and the grits!! ', 'My husband got the by strip special, he said it was sorta bland for the price.']",['Kendra H.'],"['\n        3/19/2018\n            ', '\n                ', '\n    ', '\n        ', '\n    ', '\n', '\n                ', 'Updated review', '\n            ', '\n    ', '\n            3/12/2017\n            ', '\n                ', 'Previous review', '\n            ', '\n        ', '\n            2/9/2016\n            ', '\n                ', 'Previous review', '\n            ', '\n        ']","['5.0 star rating', '5.0 star rating', '5.0 star rating']","['Blue Heron Restaurant & Sushi', 'Bar']"
"['Yikes. It took 75 minutes to get seated because the ditz of a hostess never came to get us downstairs. We reminded her we were down there about 45 minutes in. ""No problem"" says the ditz. We are in 1:50 now. Ordered dinner 30 minutes ago and the place is 20% full. WTF!?!!! \xa0I sure hope the food is better than the Staff Pick wine I ordered.']",['Brad H.'],['\n        1/25/2019\n    '],['2.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['We flew in from San Diego and got here at 9:47 PM, just before they closed. They graciously saddest down and allowed us to order. Gordon was a fantastic server and food was delicious.']",['Mike J.'],['\n        5/2/2019\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""I paid $25 for an underwhelming amount of food that took 40 minutes to get to my table. While the general atmosphere of the restaurant and staff was enjoyable, the food itself was below average (except for the grouper my friend ordered, that was really good) and the amount of time it took to make was ridiculous. If you want to eat here, order the deal of the day because it's going to be expensive (for a college student at least) otherwise.""]",['Parker H.'],['\n        4/27/2019\n    '],['2.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""Great place all around. Cute space in what appears to be a strip mall but the restaurant itself is really nice--there is an upstairs dining area and a main level with bar and what appeared to be a closed in porch or patio. The server was prompt and attentive. Food was delicious--the spinach dip and filet mignon were really good in particular. They also serve homemade bread and butter that was really tasty but be careful b/c it's hard to resist and the rest of the portions are big, so you will leave stuffed!""]",['Ella S.'],['\n        4/10/2019\n    '],['4.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['Good food and venue. Overall, a nice place to go if you are looking for a fancier place to eat. The sushi here is good, as well.']",['Kate M.'],['\n        11/23/2018\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""One of my favorite restaurants in clemson! Blackened salmon entree is some of the best prepared salmon I've ever had. The salmon salad is also delicious. I've had the steak salad a few times and the filet has been hit or miss (left over fatty pieces from the nice cuts). But for the area and surrounding restaurants it's a nice meal! Definitely recommend brunch! Pictured is the filet Benedict. Sushi is great (pictured: dynamite spicy crab) and flatbreads are thin.""]",['Sam B.'],['\n        6/15/2018\n    '],['4.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""The hotel recommended this restaurant on a Sunday evening but it was a bit hard to find - the sign in front wasn't lit and it is actually located in the back of a small shopping area, hidden from street view. It was surprisingly busy and we were told an hour wait without reservations. \xa0But we decided to eat downstairs in the bar. \xa0One of us had onion soup & filet mignon (cooked to perfection) while the other two had salads. \xa0The Thomas Greens salad with grilled shrimp had a wonderful balsamic vinaigrette that tasted of fresh herbs and the shrimp were tender. \xa0The other salad had tender grilled steak slices with a fresh raspberry vinaigrette. \xa0The bourbon maple cheesecake with pecans is a delightful finish to the meal.""]",['Melia H.'],['\n        11/11/2018\n    '],['4.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['Another awesome dinner. Had calamari, oysters, and several sushi rolls...delicious! To top off the night, our waiter, Lovell, was very attentive and provided excellent service.']",['Nikki H.'],['\n        10/6/2018\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['Top notch service and attentive to the small details.', 'Flow of meal on busy weekend evening was perfect.']",['Paul K.'],['\n        9/19/2018\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['Stopped by here while on business in Clemson ! No regrets! Fabulous food ( taste is better than the posted pictures ) and wonderful service! Will definitely be back if I stop in Clemson again. ', 'Ordered the steak special ~']",['Katherine M.'],['\n        12/7/2016\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""Nothing overly special or noteworthy from this restaurant but that shouldn't come as a surprise given that South Carolina isn't the place you go for seafood or asian.""]",['Carter G.'],['\n        5/12/2018\n    '],['3.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['I graduated from Clemson a few years ago and if asked yesterday I would have given a five star review. I came in tonight with a few friends for a 6:30 reservation its now 9pm and we have just got our checks. We brought people from out of town and raved all day about our favorite Clemson restaurant. It took 15-20 minutes for anyone to even bring us water and once drinks were ordered it took another 20 minutes to get them. When we asked the waiter about the hold up he simply said said they were busy. When our appetizers came (before the drinks mind you) we were not given spoons for the soup and while every other tables got bread we did not until asked and when it arrived it was so incredibly hard it was inedible. We watched every table around us come and go until we got our entrees which were good for the most part with the exception of how the steaks were cooked and the fact we had to ask multiple times for steak knives. Once we finished we asked for the checks which took 45 minutes to arrive even after we spoke to a manager about the terrible service and she said she would take a few drinks off the check. They then told us they would take off one beer and only from the person that complained. We explained we were disappointed with that response and they told us they could only take off alcoholic beverages so for the five of us not drinking we were not compensated at all. At this point, we just wanted to leave the restaurant but another 30 minutes went by before we were brought the checks. To top the experience off when the checks came we noticed that everything was actually $1 more than listed on the menu which seems a bit unethical. Extremely disappointed with the experience all around but mainly the reaction from the managers and staff.']",['Nikki G.'],['\n        9/2/2018\n    '],['1.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['This is an over rated restaurant. \xa0Although their scallop appetizer was delicious, the calamari was average the three different types of sushi was very very average. \xa0My wife and I ordered the special which was a Mahi Mahi dish and a New York strip steak. \xa0The Mahi was very bland and non descriptive while the steak was tough, salty and a bit spicy for my wife. \xa0I think while in Clemson , SC, go for a BBQ restaurant.']",['Ron K.'],['\n        12/20/2018\n    '],['3.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['First impressions...walked in to what appeared to be \xa0very stuffy and a hostess who looked down her nose. \xa0We were not ""dressed down"" at all. \xa0We said party of 2 and she peeked around the corner, claimed there were no seats available but she would check ""downstairs"". \xa0She quickly returned to say there were seats downstairs and we could make our way down...no escort or anything-just a point towards the stairs. \xa0We made our way down and saw a transition of spaces...we had entered a different view and it did not include white linen table cloths but we were ok with that. \xa0Then Adele saved the day! \xa0A very cheerful and spirited server who greeted us with a smile and asked us to take a seat anywhere we liked. \xa0Once seated she came over to take our drink order and give some recommendations for dinner. \xa0We ordered drinks and the house bread soon followed. \xa0Post dinner...to be continued']",['Cyndi B.'],['\n        12/2/2016\n    '],['4.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""Love Blue Heron so much! The only issue I ever have here is deciding what to order hehe. The sushi is so amazing, as well as the lobster bisque (maybe the best I've ever had!!!) and calamari! The bread and various spreads are sooo great too! Love this place.""]",['Jessica Renee W.'],['\n        6/14/2018\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""READ IT ALL....never in my life has food been so good that it made up for that much bad. To start though the server, catherine, that girl is awesome! Very down to earth and didn't put on a show. She was genuinely cool and our group appreciates her effort to cater to our needy group. Now the glorious food, my burger was probably one of the juiciest and most flavorful burgers I've ever had. I bit into it and about dropped my fork from awe. And al that was on it was lettuce, onion, pickles, mayo mustard. Magical is an accurate word I would say. Everyone said their pasta was stupid good and my buddy is as critical of food as me said the same about his burger. Now the bad....like I'm having trouble remembering now and before the food I wasn't coming back. All the pasta came out like warmish, food took a while to come out but Catherine warmed us due to massive groups that had swarmed the kitchen with orders...I got the duck wings and the fact that there were 5 the size of my pinky wouldn't even be that big of a deal but they were practically burnt but sauce is amazing. Tables are pretty small so not fit for big dudes like me but really that's preference. Overall...go here. The food was worth it. And request Catherine. She's cool.""]",['Quentin N.'],['\n        12/7/2018\n    '],['4.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""We went there last night for supper. It was crazy busy but our waitress (we ate downstairs) was great!!! She said she was from Florida. We had the oysters that for the appetizer special for the night and they were delicious. The bread and homemade butters we're phenomenal. We finished up with an order of muscles and a sushi roll which we devoured. We will definitely be coming back. At least now we know that we need a reservation, especially on the weekends. I cannot wait to try lots of other things on the menu.""]",['Mary M.'],['\n        4/16/2018\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['Really loud. Could not hear our waiter say specials or even conversate amount our group of 7. \xa0Dinner took right at 2 hours and 1.5 of that was waiting on service and food.', 'Food was ok. My filet and shrimp special was $25 and had a whopping 2 shrimp! I had to ask for \xa0drink refill and was brought back with no ice. \xa0Plates and silverware were removed from table before asking about to go boxes or dessert. \xa0I had to hold my plate to save it to get it to go.', ""I paid with a gift card ( a paper one) and should have a balance of approx \xa035. \xa0They brought me back a plastic gift card (perfect) but no receipt or anything saying what the balance was. \xa0So know I'm like how do I know or how could I prove there is $35 on it?? \xa0"", 'I had heard such great things and was so excited but I am really disappointed.']",['Devon S.'],['\n        5/19/2018\n    '],['3.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
['We had reservations at 7. Placed our order and the food did not come out until an hour and 40 minutes later. Very frustrating. Salad was wilted and room temperature. Was afraid to order dessert because it probably would have been another hour to receive it. Food was pretty good. Will not return.'],['Tanya F.'],['\n        8/28/2018\n    '],['2.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""Not quite the #2 restaurant in Clemson in my book. \xa0The food was great(most of it) \xa0but the service was \xa0just awful. \xa0First - We had a party of 15 (parents and students) so they sit us at 2 different tables and then give us 2 different servers. \xa0Both equally Inattentive. \xa0When drinks don't come for 20 minutes they blame the bartender. \xa0When the food comes out cold they blamed the kitchen. \xa0 Full of excuses all night. \xa0Place is also Extremely loud. \xa0Seriously had to scream to someone across from me. \xa0 \xa0Oh well""]",['Deanne C.'],['\n        9/30/2018\n    '],['2.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""I ate here this evening with my parents, my girlfriend, and her parents. After a long and busy day for Clemson (move-in weekend and the solar eclipse), it would be understandable if the staff were a little frazzled. Instead, we were immediately struck by the charming hostess who made conversation while we waited for our table, the courteous server's assistant who poured our water, and our fantastic waiter, David A. It's clear this restaurant invests in their hiring process and training program. "", ""David described the specials in perfect detail (repeating as requested since it's a little loud when the dining room is full). He wasn't fazed by any additions or substitutions, and he made helpful suggestions. "", ""Unfortunately, there turned out to be no hot vegan food whatsoever, which meant my mother couldn't have an entree. Their three types of pasta (angel hair, penne, and fussili) are all egg-based, which I didn't think to ask about in advance. \xa0Although my mother was very disappointed, David was very apologetic and helped her put together a custom salad using ingredients from all over the menu. He even upgraded the salad to full size rather than the half size my mother ordered, at no charge. \xa0When it came, it was very nicely presented. \xa0"", ""Everyone else's entrees were also attractive and delicious, with very large portions. The prices are reasonable for fine dining in the first place, but they're easier to swallow (ahem) once the food comes and you see and taste the value.""]",['Craig F.'],['\n        8/21/2017\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
['Our server josh was amazing! Got the tiger paw and angel hair. It was so yummy! Will definitely be returning.'],['Brooke A.'],['\n        8/19/2018\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['Had a fantastic dinner at Blue Heron last night. My son and his two college friends thoroughly enjoyed the sushi appetizer, and duck wings. I ordered the fried green tomatoes and they were just ok.', 'Two orders of chef special (Rabbit) and the Ny Strip w/ shrimp were fantastic. One order of pasta was give a thumbs up. Finished with molten lava dessert which did not disappoint.', 'Our server Lyndon was friendly, knowledgeable and great with suggestions. Front of the house was excellent. Definitely will return']",['Elizabeth P.'],['\n        2/2/2018\n    '],['4.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['The cocktails were very good, and the dishes were nicely presented. It was 55 minutes between ordering and getting our food (excuse was large group ahead of us). Wahoo special was tasty, but medium rare steak was medium well. Risotto was flavored with strong base of some sort. Desserts were good, except chocolate lava cake was overheated, so lava was solid and dry. ', ""Not many options in area on Sunday, but we're not likely to return.""]",['Mark L.'],['\n        2/26/2018\n    '],['3.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['I was so looking forward to eating here based on the reviews, however, the sushi was TINY, we ordered salads, mine had rotten lettuce and a HAIR... were going to order the flounder (on special) and the duck for our entrees but we kind of lost our appetites. ', 'And, to begin, both our forks were filthy to begin. Our poor waiter.', 'The servers were awesome, new management desperately needed.']",['Heather D.'],['\n        6/6/2017\n    '],['2.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
